"","id","group","block","trial","classification","difficulty","response","rt","stimulus"
"88","2","experienced",3,88,"non-blast","hard","non-blast",1.053,"nonBlastHard/BL_21818137.jpg"
"89","2","experienced",3,89,"non-blast","easy","non-blast",0.605,"nonBlastEasy/ER0944_007.jpg"
"90","2","experienced",3,90,"blast","hard","blast",0.893,"blastHard/OTH_16204423.jpg"
"91","2","experienced",3,91,"blast","hard","blast",0.671,"blastHard/BL_1121444.jpg"
"92","2","experienced",3,92,"non-blast","easy","non-blast",1.035,"nonBlastEasy/LY_10021359.jpg"
"93","2","experienced",3,93,"non-blast","easy","non-blast",0.571,"nonBlastEasy/ER0944_011.jpg"
"94","2","experienced",3,94,"non-blast","hard","non-blast",0.811,"nonBlastHard/VLY_2010536.jpg"
"95","2","experienced",3,95,"blast","hard","blast",0.719,"blastHard/BL_3931090.jpg"
"96","2","experienced",3,96,"non-blast","hard","non-blast",1.147,"nonBlastHard/VLY_17642979.jpg"
"97","2","experienced",3,97,"blast","easy","blast",0.78,"blastEasy/BL_3931099.jpg"
"98","2","experienced",3,98,"blast","hard","blast",0.635,"blastHard/OTH_21856094.jpg"
"99","2","experienced",3,99,"non-blast","hard","blast",1.051,"nonBlastHard/USRWBC1_9913295.jpg"
"100","2","experienced",3,100,"non-blast","easy","non-blast",0.588,"nonBlastEasy/LY_1314707.jpg"
"101","2","experienced",6,1,"blast","easy","blast",0.581,"blastEasy/BL_23549452.jpg"
"102","2","experienced",6,2,"blast","hard","blast",0.496,"blastHard/BL_669395.jpg"
"103","2","experienced",6,3,"blast","easy","blast",0.505,"blastEasy/BL_21964525.jpg"
"104","2","experienced",6,4,"non-blast","hard","non-blast",0.944,"nonBlastHard/MY_9455143.jpg"
"105","2","experienced",6,5,"blast","easy","blast",0.668,"blastEasy/BL_4062132.jpg"
"106","2","experienced",6,6,"blast","hard","blast",0.637,"blastHard/OTH_21856094.jpg"
"107","2","experienced",6,7,"non-blast","easy","non-blast",0.528,"nonBlastEasy/SNE_10020550.jpg"
"108","2","experienced",6,8,"blast","easy","blast",0.525,"blastEasy/BL_1121496.jpg"
"109","2","experienced",6,9,"non-blast","easy","non-blast",0.696,"nonBlastEasy/LY_899979.jpg"
"110","2","experienced",6,10,"non-blast","easy","non-blast",0.59,"nonBlastEasy/ER0944_004.jpg"
"111","2","experienced",6,11,"blast","easy","blast",0.531,"blastEasy/BL_24839843.jpg"
"112","2","experienced",6,12,"blast","easy","blast",0.537,"blastEasy/OTH_12288098.jpg"
"113","2","experienced",6,13,"non-blast","hard","non-blast",1.652,"nonBlastHard/VLY_9451032.jpg"
"114","2","experienced",6,14,"non-blast","hard","non-blast",0.713,"nonBlastHard/16253007354A_077.jpg"
"115","2","experienced",6,15,"non-blast","hard","blast",1.731,"nonBlastHard/LY_4537514.jpg"
"116","2","experienced",6,16,"non-blast","easy","non-blast",0.511,"nonBlastEasy/16258001115A_015.jpg"
"117","2","experienced",6,17,"blast","hard","blast",0.9,"blastHard/BL_11637390.jpg"
"118","2","experienced",6,18,"non-blast","easy","non-blast",1.509,"nonBlastEasy/16258001115A_078.jpg"
"119","2","experienced",6,19,"non-blast","easy","non-blast",0.553,"nonBlastEasy/LY_10021352.jpg"
"120","2","experienced",6,20,"blast","easy","blast",0.574,"blastEasy/BL_7477450.jpg"
"121","2","experienced",6,21,"blast","hard","blast",0.74,"blastHard/OTH_12288082.jpg"
"122","2","experienced",6,22,"blast","easy","blast",0.525,"blastEasy/BL_21930172.jpg"
"123","2","experienced",6,23,"non-blast","easy","non-blast",0.511,"nonBlastEasy/ER0944_025.jpg"
"124","2","experienced",6,24,"blast","easy","blast",0.607,"blastEasy/BL_2256084.jpg"
"125","2","experienced",6,25,"non-blast","hard","non-blast",3.364,"nonBlastHard/VLY_17643038.jpg"
"126","2","experienced",6,26,"non-blast","easy","non-blast",0.57,"nonBlastEasy/ER0944_042.jpg"
"127","2","experienced",6,27,"non-blast","easy","non-blast",0.562,"nonBlastEasy/ER0944_038.jpg"
"128","2","experienced",6,28,"blast","easy","blast",0.687,"blastEasy/OTH_21668256.jpg"
"129","2","experienced",6,29,"non-blast","easy","non-blast",0.561,"nonBlastEasy/14228000751A_077.jpg"
"130","2","experienced",6,30,"blast","easy","blast",0.48,"blastEasy/VLY_10022863.jpg"
"131","2","experienced",6,31,"non-blast","hard","blast",1.22,"nonBlastHard/PC_4237901.jpg"
"132","2","experienced",6,32,"blast","hard","blast",0.621,"blastHard/OTH_21675313.jpg"
"133","2","experienced",6,33,"non-blast","easy","non-blast",0.508,"nonBlastEasy/SNE_23013314.jpg"
"134","2","experienced",6,34,"non-blast","hard","non-blast",0.756,"nonBlastHard/VLY_2010536.jpg"
"135","2","experienced",6,35,"blast","easy","blast",0.584,"blastEasy/OTH_24746620.jpg"
"136","2","experienced",6,36,"blast","easy","blast",0.557,"blastEasy/OTH_25263198.jpg"
"137","2","experienced",6,37,"blast","hard","blast",0.556,"blastHard/OTH_23078373.jpg"
"138","2","experienced",6,38,"blast","easy","blast",0.519,"blastEasy/BL_14263216.jpg"
"139","2","experienced",6,39,"blast","easy","blast",0.461,"blastEasy/BL_21930949.jpg"
"140","2","experienced",6,40,"blast","easy","blast",0.95,"blastEasy/BL_26626166.jpg"
"141","2","experienced",6,41,"blast","hard","blast",0.803,"blastHard/BL_3931115.jpg"
"142","2","experienced",6,42,"non-blast","easy","non-blast",0.609,"nonBlastEasy/ER0944_046.jpg"
"143","2","experienced",6,43,"non-blast","hard","non-blast",3.815,"nonBlastHard/LY_4536057.jpg"
"144","2","experienced",6,44,"blast","hard","blast",0.583,"blastHard/BL_12930089.jpg"
"145","2","experienced",6,45,"blast","hard","blast",0.945,"blastHard/BL_1121494.jpg"
"146","2","experienced",6,46,"non-blast","hard","non-blast",0.781,"nonBlastHard/VLY_23416215.jpg"
"147","2","experienced",6,47,"non-blast","easy","non-blast",0.546,"nonBlastEasy/16258001115A_067.jpg"
"148","2","experienced",6,48,"non-blast","hard","blast",0.869,"nonBlastHard/LY_4462474.jpg"
"149","2","experienced",6,49,"non-blast","easy","non-blast",0.504,"nonBlastEasy/SNE_25598463.jpg"
"150","2","experienced",6,50,"blast","hard","blast",0.547,"blastHard/OTH_24746677.jpg"
"151","2","experienced",6,51,"non-blast","hard","blast",0.888,"nonBlastHard/BL_11504083.jpg"
"152","2","experienced",6,52,"non-blast","hard","non-blast",3.345,"nonBlastHard/16258001115A_044.jpg"
"153","2","experienced",6,53,"blast","easy","blast",0.54,"blastEasy/BL_10166384.jpg"
"154","2","experienced",6,54,"non-blast","hard","blast",3.914,"nonBlastHard/PC_4237886.jpg"
"155","2","experienced",6,55,"blast","hard","blast",0.654,"blastHard/BL_21964458.jpg"
"156","2","experienced",6,56,"blast","easy","blast",0.574,"blastEasy/BL_1121443.jpg"
"157","2","experienced",6,57,"blast","easy","blast",0.549,"blastEasy/OTH_20188283.jpg"
"158","2","experienced",6,58,"non-blast","easy","non-blast",1.286,"nonBlastEasy/LY_10021359.jpg"
"159","2","experienced",6,59,"non-blast","easy","non-blast",0.531,"nonBlastEasy/LY_8271951.jpg"
"160","2","experienced",6,60,"blast","hard","blast",0.689,"blastHard/BL_1199925.jpg"
"161","2","experienced",6,61,"blast","easy","blast",0.536,"blastEasy/BL_2256018.jpg"
"162","2","experienced",6,62,"blast","hard","blast",4.6,"blastHard/VLY_9310359.jpg"
"163","2","experienced",6,63,"blast","easy","blast",0.647,"blastEasy/BL_10020433.jpg"
"164","2","experienced",6,64,"non-blast","hard","blast",1.746,"nonBlastHard/PMY_9295594.jpg"
"165","2","experienced",6,65,"non-blast","hard","non-blast",2.359,"nonBlastHard/LY_4461956.jpg"
"166","2","experienced",6,66,"blast","easy","blast",0.624,"blastEasy/OTH_216294.jpg"
"167","2","experienced",6,67,"non-blast","easy","non-blast",0.592,"nonBlastEasy/LY_2010569.jpg"
"168","2","experienced",6,68,"non-blast","hard","non-blast",0.687,"nonBlastHard/MY_9458406.jpg"
"169","2","experienced",6,69,"non-blast","hard","blast",1.762,"nonBlastHard/VLY_9446390.jpg"
"170","2","experienced",6,70,"blast","hard","blast",1.151,"blastHard/BL_21818179.jpg"
"171","2","experienced",6,71,"blast","hard","blast",2.279,"blastHard/BL_10166337.jpg"
"172","2","experienced",6,72,"non-blast","easy","non-blast",0.535,"nonBlastEasy/16258001115A_017.jpg"
"173","2","experienced",6,73,"non-blast","hard","non-blast",1.685,"nonBlastHard/BL_21818131.jpg"
"174","2","experienced",6,74,"blast","easy","blast",0.663,"blastEasy/BL_10020442.jpg"
"175","2","experienced",6,75,"blast","hard","blast",0.647,"blastHard/BL_899899.jpg"
"176","2","experienced",6,76,"blast","hard","blast",1.12,"blastHard/BL_12930109.jpg"
"177","2","experienced",6,77,"non-blast","hard","non-blast",0.76,"nonBlastHard/MMY_10101282.jpg"
"178","2","experienced",6,78,"blast","hard","blast",0.654,"blastHard/OTH_12288133.jpg"
"179","2","experienced",6,79,"non-blast","hard","non-blast",1.343,"nonBlastHard/16253007354A_009.jpg"
"180","2","experienced",6,80,"non-blast","easy","non-blast",0.606,"nonBlastEasy/ER0944_035.jpg"
"181","2","experienced",6,81,"blast","hard","blast",0.806,"blastHard/BL_3931090.jpg"
"182","2","experienced",6,82,"non-blast","easy","non-blast",0.563,"nonBlastEasy/16258001115A_005.jpg"
"183","2","experienced",6,83,"non-blast","hard","non-blast",1.123,"nonBlastHard/MO_10021198.jpg"
"184","2","experienced",6,84,"non-blast","easy","non-blast",1.175,"nonBlastEasy/MY_9113623.jpg"
"185","2","experienced",6,85,"non-blast","easy","non-blast",0.71,"nonBlastEasy/SNE_10020606.jpg"
"186","2","experienced",6,86,"non-blast","easy","non-blast",1.104,"nonBlastEasy/MO_22576495.jpg"
"187","2","experienced",6,87,"blast","hard","blast",0.671,"blastHard/OTH_23078449.jpg"
"188","2","experienced",6,88,"blast","hard","blast",1.054,"blastHard/BL_2038822.jpg"
"189","2","experienced",6,89,"blast","hard","blast",0.832,"blastHard/VLY_1120674.jpg"
"190","2","experienced",6,90,"blast","easy","blast",0.701,"blastEasy/BL_21930887.jpg"
"191","2","experienced",6,91,"non-blast","easy","non-blast",0.596,"nonBlastEasy/ER0944_075.jpg"
"192","2","experienced",6,92,"non-blast","hard","non-blast",0.854,"nonBlastHard/MMY_9450228.jpg"
"193","2","experienced",6,93,"non-blast","easy","non-blast",0.781,"nonBlastEasy/MO_22576415.jpg"
"194","2","experienced",6,94,"non-blast","hard","non-blast",1.014,"nonBlastHard/HC_9635.jpg"
"195","2","experienced",6,95,"blast","hard","blast",0.689,"blastHard/BL_26626171.jpg"
"196","2","experienced",6,96,"non-blast","hard","non-blast",0.886,"nonBlastHard/16253007354A_027.jpg"
"197","2","experienced",6,97,"blast","hard","blast",0.7,"blastHard/BL_4323236.jpg"
"198","2","experienced",6,98,"non-blast","hard","non-blast",1.559,"nonBlastHard/VLY_17643008.jpg"
"199","2","experienced",6,99,"blast","hard","blast",2.021,"blastHard/BL_4323243.jpg"
"200","2","experienced",6,100,"blast","easy","blast",0.588,"blastEasy/BL_12930032.jpg"
"201","6","experienced",1,1,"blast","hard","blast",0.581,"blastHard/BL_1121539.jpg"
"202","6","experienced",1,2,"non-blast","hard","non-blast",0.627,"nonBlastHard/MO_10021198.jpg"
"203","6","experienced",1,3,"non-blast","easy","non-blast",0.584,"nonBlastEasy/ER0944_038.jpg"
"204","6","experienced",1,4,"blast","hard","blast",0.568,"blastHard/OTH_24746677.jpg"
"205","6","experienced",1,5,"non-blast","easy","non-blast",0.539,"nonBlastEasy/SNE_10020536.jpg"
"206","6","experienced",1,6,"non-blast","hard","non-blast",0.77,"nonBlastHard/OTH_21927765.jpg"
"207","6","experienced",1,7,"blast","easy","blast",0.604,"blastEasy/OTH_21668177.jpg"
"208","6","experienced",1,8,"non-blast","hard","non-blast",0.981,"nonBlastHard/PMY_22823781.jpg"
"209","6","experienced",1,9,"non-blast","easy","non-blast",0.604,"nonBlastEasy/ER0944_025.jpg"
"210","6","experienced",1,10,"non-blast","hard","non-blast",0.858,"nonBlastHard/VLY_4605573.jpg"
"211","6","experienced",1,11,"non-blast","easy","non-blast",1.432,"nonBlastEasy/VLY_23416175.jpg"
"212","6","experienced",1,12,"non-blast","hard","non-blast",0.841,"nonBlastHard/MY_9450552.jpg"
"213","6","experienced",1,13,"non-blast","easy","non-blast",0.939,"nonBlastEasy/PC_6228.jpg"
"214","6","experienced",1,14,"blast","easy","blast",0.514,"blastEasy/BL_26626166.jpg"
"215","6","experienced",1,15,"blast","easy","blast",0.427,"blastEasy/BL_4062116.jpg"
"216","6","experienced",1,16,"non-blast","hard","blast",0.677,"nonBlastHard/USRWBC1_9913295.jpg"
"217","6","experienced",1,17,"non-blast","hard","non-blast",0.97,"nonBlastHard/VLY_2010536.jpg"
"218","6","experienced",1,18,"blast","hard","blast",0.527,"blastHard/BL_2256090.jpg"
"219","6","experienced",1,19,"non-blast","hard","non-blast",3.439,"nonBlastHard/BL_21818137.jpg"
"220","6","experienced",1,20,"non-blast","easy","non-blast",1.193,"nonBlastEasy/MO_22576495.jpg"
"221","6","experienced",1,21,"blast","easy","blast",0.615,"blastEasy/BL_24839843.jpg"
"222","6","experienced",1,22,"non-blast","easy","non-blast",0.57,"nonBlastEasy/ER0944_021.jpg"
"223","6","experienced",1,23,"non-blast","easy","non-blast",0.607,"nonBlastEasy/ER0944_013.jpg"
"224","6","experienced",1,24,"non-blast","easy","non-blast",0.645,"nonBlastEasy/SNE_25598556.jpg"
"225","6","experienced",1,25,"blast","easy","blast",0.563,"blastEasy/BL_10020442.jpg"
"226","6","experienced",1,26,"blast","easy","blast",0.613,"blastEasy/BL_14263216.jpg"
"227","6","experienced",1,27,"blast","hard","blast",3.51,"blastHard/PMY_10101268.jpg"
"228","6","experienced",1,28,"blast","hard","non-blast",1.548,"blastHard/16258001115A_003.jpg"
"229","6","experienced",1,29,"non-blast","hard","non-blast",0.901,"nonBlastHard/22638544_027.jpg"
"230","6","experienced",1,30,"non-blast","hard","non-blast",1.578,"nonBlastHard/LY_14363603.jpg"
"231","6","experienced",1,31,"non-blast","hard","non-blast",0.947,"nonBlastHard/MO_14163691.jpg"
"232","6","experienced",1,32,"non-blast","easy","non-blast",0.569,"nonBlastEasy/ER0944_076.jpg"
"233","6","experienced",1,33,"blast","easy","blast",0.642,"blastEasy/BL_2038856.jpg"
"234","6","experienced",1,34,"blast","hard","blast",0.556,"blastHard/BL_1121527.jpg"
"235","6","experienced",1,35,"non-blast","easy","non-blast",0.788,"nonBlastEasy/16258001115A_078.jpg"
"236","6","experienced",1,36,"blast","easy","blast",0.664,"blastEasy/BL_3931099.jpg"
"237","6","experienced",1,37,"blast","hard","blast",1.274,"blastHard/PLY_6097305.jpg"
"238","6","experienced",1,38,"blast","easy","blast",1.657,"blastEasy/BL_10020457.jpg"
"239","6","experienced",1,39,"non-blast","hard","non-blast",0.623,"nonBlastHard/HC_9634.jpg"
"240","6","experienced",1,40,"non-blast","hard","non-blast",2.136,"nonBlastHard/LY_4536057.jpg"
"241","6","experienced",1,41,"blast","easy","blast",0.611,"blastEasy/OTH_24746620.jpg"
"242","6","experienced",1,42,"blast","easy","blast",0.579,"blastEasy/BL_21930172.jpg"
"243","6","experienced",1,43,"blast","hard","blast",0.623,"blastHard/OTH_21856141.jpg"
"244","6","experienced",1,44,"blast","easy","blast",0.542,"blastEasy/OTH_20188283.jpg"
"245","6","experienced",1,45,"non-blast","easy","non-blast",0.586,"nonBlastEasy/SNE_25598565.jpg"
"246","6","experienced",1,46,"non-blast","hard","non-blast",0.615,"nonBlastHard/OTH_25092124.jpg"
"247","6","experienced",1,47,"non-blast","easy","non-blast",0.505,"nonBlastEasy/LY_2010584.jpg"
"248","6","experienced",1,48,"blast","easy","blast",0.541,"blastEasy/OTH_25263206.jpg"
"249","6","experienced",1,49,"blast","easy","non-blast",4.19,"blastEasy/BLL2.jpg"
"250","6","experienced",1,50,"non-blast","easy","non-blast",0.597,"nonBlastEasy/SNE_23013208.jpg"
"251","6","experienced",1,51,"non-blast","easy","non-blast",0.623,"nonBlastEasy/SNE_23013297.jpg"
"252","6","experienced",1,52,"blast","hard","blast",3.3,"blastHard/USRWBC1_4518050.jpg"
"253","6","experienced",1,53,"non-blast","easy","non-blast",0.575,"nonBlastEasy/ER0944_026.jpg"
"254","6","experienced",1,54,"non-blast","hard","non-blast",1.351,"nonBlastHard/VLY_1120658.jpg"
"255","6","experienced",1,55,"blast","hard","non-blast",2.336,"blastHard/BL_12930109.jpg"
"256","6","experienced",1,56,"blast","easy","blast",0.637,"blastEasy/BL_2256022.jpg"
"257","6","experienced",1,57,"non-blast","hard","non-blast",0.787,"nonBlastHard/LY_4462474.jpg"
"258","6","experienced",1,58,"non-blast","hard","non-blast",0.721,"nonBlastHard/MY_9455177.jpg"
"259","6","experienced",1,59,"blast","easy","blast",0.959,"blastEasy/OTH_12288137.jpg"
"260","6","experienced",1,60,"non-blast","easy","non-blast",0.572,"nonBlastEasy/ER0944_003.jpg"
"261","6","experienced",1,61,"blast","hard","blast",1.393,"blastHard/BL_12930050.jpg"
"262","6","experienced",1,62,"non-blast","hard","non-blast",1.264,"nonBlastHard/22638544_107.jpg"
"263","6","experienced",1,63,"non-blast","easy","non-blast",0.573,"nonBlastEasy/14228000751A_032.jpg"
"264","6","experienced",1,64,"blast","easy","blast",1.132,"blastEasy/AuerRod.jpg"
"265","6","experienced",1,65,"non-blast","easy","non-blast",0.692,"nonBlastEasy/14228000751A_054.jpg"
"266","6","experienced",1,66,"blast","hard","blast",0.612,"blastHard/BL_1200017.jpg"
"267","6","experienced",1,67,"blast","easy","blast",0.5,"blastEasy/BL_21964482.jpg"
"268","6","experienced",1,68,"blast","hard","non-blast",1.14,"blastHard/OTH_21675214.jpg"
"269","6","experienced",1,69,"blast","hard","blast",0.574,"blastHard/OTH_23078430.jpg"
"270","6","experienced",1,70,"blast","hard","blast",1.218,"blastHard/BL_1121444.jpg"
"271","6","experienced",1,71,"blast","easy","blast",0.551,"blastEasy/BL_1200010.jpg"
"272","6","experienced",1,72,"blast","hard","non-blast",0.651,"blastHard/BL_12930089.jpg"
"273","6","experienced",1,73,"blast","hard","blast",1.306,"blastHard/BL_3931115.jpg"
"274","6","experienced",1,74,"non-blast","easy","non-blast",0.585,"nonBlastEasy/ER0944_042.jpg"
"275","6","experienced",1,75,"blast","easy","blast",0.7,"blastEasy/OTH_12288093.jpg"
"276","6","experienced",1,76,"blast","easy","blast",1.01,"blastEasy/BL_24839952.jpg"
"277","6","experienced",1,77,"non-blast","easy","non-blast",0.596,"nonBlastEasy/LY_899979.jpg"
"278","6","experienced",1,78,"blast","hard","blast",0.728,"blastHard/BL_4323243.jpg"
"279","6","experienced",1,79,"blast","hard","blast",0.651,"blastHard/OTH_9719152.jpg"
"280","6","experienced",1,80,"non-blast","easy","non-blast",0.507,"nonBlastEasy/ER0944_045.jpg"
"281","6","experienced",1,81,"non-blast","hard","non-blast",2.468,"nonBlastHard/PC_27623562.jpg"
"282","6","experienced",1,82,"non-blast","hard","non-blast",1.267,"nonBlastHard/VLY_17642950.jpg"
