"","id","block","condition","stim","stim_cat","frequency","response","rt","censor"
"225","1","3","speed","3452","word","very_low","word",0.852,FALSE
"226","1","3","speed","4659","nonword","nw_high","nonword",0.702,FALSE
"227","1","3","speed","2519","word","low","word",0.671,FALSE
"228","1","3","speed","1811","word","high","word",0.45,FALSE
"229","1","3","speed","1746","word","high","word",0.48,FALSE
"230","1","3","speed","1534","word","high","word",0.431,FALSE
"231","1","3","speed","1713","word","high","word",0.431,FALSE
"232","1","3","speed","1505","word","high","word",0.461,FALSE
"233","1","3","speed","5371","nonword","nw_low","nonword",0.495,FALSE
"234","1","3","speed","6048","nonword","nw_very_low","nonword",0.5,FALSE
"235","1","3","speed","4301","nonword","nw_high","nonword",0.665,FALSE
"236","1","3","speed","6596","nonword","nw_very_low","nonword",0.539,FALSE
"237","1","3","speed","1137","word","high","word",0.534,FALSE
"238","1","3","speed","6181","nonword","nw_very_low","nonword",0.553,FALSE
"239","1","3","speed","4702","nonword","nw_high","nonword",0.725,FALSE
"240","1","3","speed","6502","nonword","nw_very_low","nonword",0.646,FALSE
"241","1","3","speed","1415","word","high","word",0.455,FALSE
"242","1","3","speed","3108","word","very_low","word",0.94,FALSE
"243","1","3","speed","2722","word","low","word",0.444,FALSE
"244","1","3","speed","5280","nonword","nw_low","nonword",0.515,FALSE
"245","1","3","speed","2455","word","low","word",0.406,FALSE
"246","1","3","speed","2602","word","low","word",0.441,FALSE
"247","1","3","speed","1636","word","high","word",0.46,FALSE
"248","1","3","speed","6268","nonword","nw_very_low","nonword",0.563,FALSE
"249","1","3","speed","4088","nonword","nw_high","nonword",0.559,FALSE
"250","1","3","speed","2720","word","low","word",0.387,FALSE
"251","1","3","speed","3041","word","very_low","word",0.539,FALSE
"252","1","3","speed","1109","word","high","word",0.411,FALSE
"253","1","3","speed","4614","nonword","nw_high","nonword",0.603,FALSE
"254","1","3","speed","3209","word","very_low","word",0.553,FALSE
"255","1","3","speed","4243","nonword","nw_high","nonword",0.573,FALSE
"256","1","3","speed","2366","word","low","word",0.759,FALSE
"257","1","3","speed","6719","nonword","nw_very_low","nonword",0.732,FALSE
"258","1","3","speed","6113","nonword","nw_very_low","nonword",0.734,FALSE
"259","1","3","speed","5833","nonword","nw_low","nonword",0.822,FALSE
"260","1","3","speed","1352","word","high","word",0.741,FALSE
"261","1","3","speed","2154","word","low","word",0.539,FALSE
"262","1","3","speed","3348","word","very_low","word",0.47,FALSE
"263","1","3","speed","3093","word","very_low","word",0.421,FALSE
"264","1","3","speed","3471","word","very_low","nonword",0.612,FALSE
"265","1","3","speed","1438","word","high","word",0.524,FALSE
"266","1","3","speed","4379","nonword","nw_high","nonword",0.603,FALSE
"267","1","3","speed","6062","nonword","nw_very_low","nonword",0.528,FALSE
"268","1","3","speed","2115","word","low","nonword",0.461,FALSE
"269","1","3","speed","6264","nonword","nw_very_low","nonword",0.734,FALSE
"270","1","3","speed","6334","nonword","nw_very_low","nonword",0.676,FALSE
"271","1","3","speed","3205","word","very_low","word",0.533,FALSE
"272","1","3","speed","5579","nonword","nw_low","nonword",0.592,FALSE
"273","1","3","speed","6377","nonword","nw_very_low","nonword",0.411,FALSE
"274","1","3","speed","5755","nonword","nw_low","nonword",0.441,FALSE
"275","1","3","speed","4380","nonword","nw_high","nonword",0.441,FALSE
"276","1","3","speed","4044","nonword","nw_high","nonword",0.45,FALSE
"277","1","3","speed","5068","nonword","nw_low","nonword",0.441,FALSE
"278","1","3","speed","5713","nonword","nw_low","nonword",0.46,FALSE
"279","1","3","speed","6474","nonword","nw_very_low","word",0.798,FALSE
"280","1","3","speed","5588","nonword","nw_low","nonword",0.439,FALSE
"281","1","3","speed","5457","nonword","nw_low","nonword",0.44,FALSE
"282","1","3","speed","3423","word","very_low","word",0.72,FALSE
"283","1","3","speed","3054","word","very_low","word",0.607,FALSE
"284","1","3","speed","2021","word","low","word",0.431,FALSE
"285","1","3","speed","3006","word","very_low","word",0.48,FALSE
"286","1","3","speed","1486","word","high","word",0.431,FALSE
"287","1","3","speed","5503","nonword","nw_low","nonword",0.544,FALSE
"288","1","3","speed","6602","nonword","nw_very_low","nonword",0.372,FALSE
"289","1","3","speed","3044","word","very_low","word",0.69,FALSE
"290","1","3","speed","4072","nonword","nw_high","nonword",0.524,FALSE
"291","1","3","speed","4320","nonword","nw_high","nonword",0.49,FALSE
"292","1","3","speed","3558","word","very_low","nonword",0.803,FALSE
"293","1","3","speed","5531","nonword","nw_low","nonword",0.541,FALSE
"294","1","3","speed","3236","word","very_low","word",0.553,FALSE
"295","1","3","speed","5705","nonword","nw_low","nonword",0.632,FALSE
"296","1","3","speed","3352","word","very_low","word",0.485,FALSE
"297","1","3","speed","6421","nonword","nw_very_low","nonword",0.769,FALSE
"298","1","3","speed","6359","nonword","nw_very_low","nonword",0.678,FALSE
"299","1","3","speed","2558","word","low","word",0.515,FALSE
"300","1","3","speed","4561","nonword","nw_high","nonword",0.613,FALSE
"301","1","3","speed","2702","word","low","word",0.554,FALSE
"302","1","3","speed","5667","nonword","nw_low","nonword",0.641,FALSE
"303","1","3","speed","5451","nonword","nw_low","nonword",0.451,FALSE
"304","1","3","speed","1033","word","high","word",0.416,FALSE
"305","1","3","speed","2248","word","low","word",0.451,FALSE
"306","1","3","speed","5804","nonword","nw_low","nonword",0.525,FALSE
"307","1","3","speed","2626","word","low","word",0.436,FALSE
"308","1","3","speed","6721","nonword","nw_very_low","nonword",0.475,FALSE
"309","1","3","speed","2438","word","low","word",0.397,FALSE
"310","1","3","speed","4275","nonword","nw_high","nonword",0.534,FALSE
"311","1","3","speed","4608","nonword","nw_high","nonword",0.656,FALSE
"312","1","3","speed","2267","word","low","word",0.426,FALSE
"313","1","3","speed","1284","word","high","word",0.431,FALSE
"314","1","3","speed","5734","nonword","nw_low","nonword",0.504,FALSE
"315","1","3","speed","1399","word","high","word",0.446,FALSE
"316","1","3","speed","1525","word","high","nonword",0.582,FALSE
"317","1","3","speed","4687","nonword","nw_high","nonword",1.929,FALSE
"318","1","3","speed","4775","nonword","nw_high","nonword",0.952,FALSE
"319","1","4","accuracy","6021","nonword","nw_very_low","nonword",0.758,FALSE
"320","1","4","accuracy","2011","word","low","word",0.475,FALSE
"321","1","4","accuracy","4174","nonword","nw_high","nonword",0.524,FALSE
"322","1","4","accuracy","5687","nonword","nw_low","nonword",0.539,FALSE
"323","1","4","accuracy","6249","nonword","nw_very_low","nonword",0.744,FALSE
"324","1","4","accuracy","2632","word","low","word",0.837,FALSE
"325","1","4","accuracy","2076","word","low","word",0.578,FALSE
"326","1","4","accuracy","2701","word","low","word",0.724,FALSE
"327","1","4","accuracy","5812","nonword","nw_low","nonword",0.651,FALSE
"328","1","4","accuracy","3293","word","very_low","word",0.75,FALSE
"329","1","4","accuracy","2359","word","low","word",0.568,FALSE
"330","1","4","accuracy","5292","nonword","nw_low","nonword",1.18,FALSE
"331","1","4","accuracy","3131","word","very_low","word",0.642,FALSE
"332","1","4","accuracy","6733","nonword","nw_very_low","nonword",0.592,FALSE
"333","1","4","accuracy","4527","nonword","nw_high","nonword",0.666,FALSE
"334","1","4","accuracy","1188","word","high","word",0.485,FALSE
"335","1","4","accuracy","2712","word","low","word",0.528,FALSE
"336","1","4","accuracy","5237","nonword","nw_low","nonword",0.661,FALSE
"337","1","4","accuracy","1541","word","high","word",0.466,FALSE
"338","1","4","accuracy","5799","nonword","nw_low","nonword",0.621,FALSE
"339","1","4","accuracy","5082","nonword","nw_low","nonword",0.52,FALSE
"340","1","4","accuracy","3472","word","very_low","word",0.583,FALSE
"341","1","4","accuracy","2358","word","low","word",0.539,FALSE
"342","1","4","accuracy","3375","word","very_low","nonword",0.954,FALSE
"343","1","4","accuracy","3575","word","very_low","nonword",0.63,FALSE
"344","1","4","accuracy","3540","word","very_low","word",0.595,FALSE
"345","1","4","accuracy","3695","word","very_low","word",0.577,FALSE
"346","1","4","accuracy","6298","nonword","nw_very_low","nonword",0.945,FALSE
"347","1","4","accuracy","5706","nonword","nw_low","nonword",0.568,FALSE
"348","1","4","accuracy","1398","word","high","word",0.475,FALSE
"349","1","4","accuracy","3317","word","very_low","word",0.646,FALSE
"350","1","4","accuracy","1808","word","high","word",0.529,FALSE
"351","1","4","accuracy","2748","word","low","word",0.784,FALSE
"352","1","4","accuracy","4488","nonword","nw_high","nonword",0.603,FALSE
"353","1","4","accuracy","6593","nonword","nw_very_low","nonword",0.675,FALSE
"354","1","4","accuracy","6355","nonword","nw_very_low","nonword",0.49,FALSE
"355","1","4","accuracy","1108","word","high","word",0.455,FALSE
"356","1","4","accuracy","2423","word","low","word",0.608,FALSE
"357","1","4","accuracy","1710","word","high","word",0.538,FALSE
"358","1","4","accuracy","6581","nonword","nw_very_low","nonword",0.514,FALSE
"359","1","4","accuracy","6146","nonword","nw_very_low","nonword",0.952,FALSE
"360","1","4","accuracy","2816","word","low","word",0.563,FALSE
"361","1","4","accuracy","6734","nonword","nw_very_low","nonword",0.778,FALSE
"362","1","4","accuracy","1142","word","high","word",0.505,FALSE
"363","1","4","accuracy","5652","nonword","nw_low","nonword",0.73,FALSE
"364","1","4","accuracy","3732","word","very_low","nonword",0.588,FALSE
"365","1","4","accuracy","1019","word","high","word",0.536,FALSE
"366","1","4","accuracy","2591","word","low","word",0.627,FALSE
"367","1","4","accuracy","6568","nonword","nw_very_low","nonword",0.563,FALSE
"368","1","4","accuracy","4211","nonword","nw_high","nonword",0.94,FALSE
"369","1","4","accuracy","5309","nonword","nw_low","nonword",0.47,FALSE
"370","1","4","accuracy","3557","word","very_low","word",0.504,FALSE
"371","1","4","accuracy","1146","word","high","word",0.519,FALSE
"372","1","4","accuracy","6591","nonword","nw_very_low","nonword",0.661,FALSE
"373","1","4","accuracy","3714","word","very_low","word",0.73,FALSE
"374","1","4","accuracy","4665","nonword","nw_high","nonword",0.583,FALSE
"375","1","4","accuracy","1056","word","high","word",0.416,FALSE
"376","1","4","accuracy","2067","word","low","word",0.774,FALSE
"377","1","4","accuracy","2163","word","low","nonword",0.504,FALSE
"378","1","4","accuracy","4740","nonword","nw_high","nonword",0.571,FALSE
"379","1","4","accuracy","4564","nonword","nw_high","nonword",0.568,FALSE
"380","1","4","accuracy","3073","word","very_low","nonword",0.989,FALSE
"381","1","4","accuracy","3186","word","very_low","word",0.742,FALSE
"382","1","4","accuracy","6061","nonword","nw_very_low","nonword",0.729,FALSE
"383","1","4","accuracy","5658","nonword","nw_low","nonword",0.539,FALSE
"384","1","4","accuracy","4125","nonword","nw_high","nonword",1.135,FALSE
"385","1","4","accuracy","5330","nonword","nw_low","nonword",0.519,FALSE
"386","1","4","accuracy","1334","word","high","word",0.505,FALSE
"387","1","4","accuracy","3029","word","very_low","word",0.46,FALSE
"388","1","4","accuracy","4382","nonword","nw_high","nonword",0.643,FALSE
"389","1","4","accuracy","2180","word","low","word",0.446,FALSE
"390","1","4","accuracy","5368","nonword","nw_low","nonword",0.778,FALSE
"391","1","4","accuracy","4377","nonword","nw_high","nonword",0.646,FALSE
"392","1","4","accuracy","1465","word","high","word",0.544,FALSE
"393","1","4","accuracy","4435","nonword","nw_high","word",0.656,FALSE
"394","1","4","accuracy","4202","nonword","nw_high","nonword",0.977,FALSE
"395","1","4","accuracy","4504","nonword","nw_high","nonword",1.116,FALSE
"396","1","4","accuracy","5483","nonword","nw_low","nonword",0.499,FALSE
"397","1","4","accuracy","3628","word","very_low","word",0.887,FALSE
"398","1","4","accuracy","5740","nonword","nw_low","nonword",0.564,FALSE
"399","1","4","accuracy","1689","word","high","word",0.495,FALSE
"400","1","4","accuracy","6128","nonword","nw_very_low","nonword",0.544,FALSE
"401","1","4","accuracy","5093","nonword","nw_low","nonword",0.949,FALSE
"402","1","4","accuracy","1071","word","high","word",0.622,FALSE
"403","1","4","accuracy","4130","nonword","nw_high","nonword",0.73,FALSE
"404","1","4","accuracy","6119","nonword","nw_very_low","nonword",0.48,FALSE
"405","1","4","accuracy","1493","word","high","word",0.446,FALSE
"406","1","4","accuracy","3213","word","very_low","word",0.666,FALSE
"407","1","4","accuracy","2709","word","low","word",0.578,FALSE
"408","1","4","accuracy","4263","nonword","nw_high","nonword",0.67,FALSE
"409","1","4","accuracy","4658","nonword","nw_high","nonword",0.607,FALSE
"410","1","4","accuracy","2057","word","low","word",0.544,FALSE
"411","1","4","accuracy","1376","word","high","nonword",0.465,FALSE
"412","1","4","accuracy","5767","nonword","nw_low","nonword",0.6,FALSE
"413","1","4","accuracy","6429","nonword","nw_very_low","nonword",0.49,FALSE
"414","1","4","accuracy","6303","nonword","nw_very_low","nonword",0.499,FALSE
"415","1","5","speed","4452","nonword","nw_high","nonword",0.621,FALSE
"416","1","5","speed","1104","word","high","word",0.407,FALSE
"417","1","5","speed","6456","nonword","nw_very_low","nonword",0.445,FALSE
"418","1","5","speed","4529","nonword","nw_high","nonword",0.451,FALSE
"419","1","5","speed","1523","word","high","word",0.416,FALSE
"420","1","5","speed","4024","nonword","nw_high","nonword",0.622,FALSE
"421","1","5","speed","2128","word","low","word",0.407,FALSE
"422","1","5","speed","1234","word","high","word",0.412,FALSE
"423","1","5","speed","1329","word","high","word",0.411,FALSE
"424","1","5","speed","6729","nonword","nw_very_low","nonword",0.779,FALSE
"425","1","5","speed","1684","word","high","word",0.507,FALSE
"426","1","5","speed","5690","nonword","nw_low","nonword",0.71,FALSE
"427","1","5","speed","2490","word","low","word",0.592,FALSE
"428","1","5","speed","4436","nonword","nw_high","nonword",0.495,FALSE
"429","1","5","speed","6197","nonword","nw_very_low","nonword",0.607,FALSE
"430","1","5","speed","1430","word","high","word",0.602,FALSE
"431","1","5","speed","4337","nonword","nw_high","nonword",0.553,FALSE
"432","1","5","speed","2099","word","low","word",0.563,FALSE
"433","1","5","speed","2575","word","low","word",0.559,FALSE
"434","1","5","speed","5567","nonword","nw_low","nonword",0.583,FALSE
"435","1","5","speed","2730","word","low","word",0.475,FALSE
"436","1","5","speed","3163","word","very_low","word",0.529,FALSE
"437","1","5","speed","5657","nonword","nw_low","nonword",0.573,FALSE
"438","1","5","speed","1055","word","high","word",0.367,FALSE
"439","1","5","speed","1287","word","high","word",0.431,FALSE
"440","1","5","speed","5141","nonword","nw_low","nonword",0.827,FALSE
"441","1","5","speed","4242","nonword","nw_high","nonword",0.629,FALSE
"442","1","5","speed","6122","nonword","nw_very_low","nonword",0.421,FALSE
"443","1","5","speed","3127","word","very_low","word",0.475,FALSE
"444","1","5","speed","5545","nonword","nw_low","nonword",0.69,FALSE
"445","1","5","speed","4532","nonword","nw_high","nonword",0.529,FALSE
"446","1","5","speed","2773","word","low","nonword",0.392,FALSE
"447","1","5","speed","4009","nonword","nw_high","nonword",1.096,FALSE
"448","1","5","speed","3332","word","very_low","word",0.664,FALSE
"449","1","5","speed","3492","word","very_low","word",0.93,FALSE
"450","1","5","speed","1362","word","high","word",0.404,FALSE
"451","1","5","speed","2828","word","low","word",0.558,FALSE
